StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label,Proto_Int,Sport_Int,Dir_Int,Dport_Int,State_Int,is_fwd,DstBytes,TotalFlowFwd_10T,TotalFlowBwd_10T,STotalFlowFwd_10T,STotalFlowBwd_10T,DTotalFlowFwd_10T,DTotalFlowBwd_10T,STotalFlowFwd_10000N,STotalFlowBwd_10000N,DTotalFlowFwd_10000N,DTotalFlowBwd_10000N,STimeBetween2FlowFwd_10T,STimeBetween2FlowBwd_10T,DTimeBetween2FlowFwd_10T,DTimeBetween2FlowBwd_10T,STimeBetween2FlowFwd_10000N,STimeBetween2FlowBwd_10000N,DTimeBetween2FlowFwd_10000N,DTimeBetween2FlowBwd_10000N,TotBytesSumFwd_10T,TotBytesMinFwd_10T,TotBytesMaxFwd_10T,TotBytesMeanFwd_10T,TotBytesStdFwd_10T,TotBytesSumBwd_10T,TotBytesMinBwd_10T,TotBytesMaxBwd_10T,TotBytesMeanBwd_10T,TotBytesStdBwd_10T,TotPktsSumFwd_10T,TotPktsMinFwd_10T,TotPktsMaxFwd_10T,TotPktsMeanFwd_10T,TotPktsStdFwd_10T,TotPktsSumBwd_10T,TotPktsMinBwd_10T,TotPktsMaxBwd_10T,TotPktsMeanBwd_10T,TotPktsStdBwd_10T,SrcBytesSumFwd_10T,SrcBytesMinFwd_10T,SrcBytesMaxFwd_10T,SrcBytesMeanFwd_10T,SrcBytesStdFwd_10T,SrcBytesSumBwd_10T,SrcBytesMinBwd_10T,SrcBytesMaxBwd_10T,SrcBytesMeanBwd_10T,SrcBytesStdBwd_10T,STotBytesSumFwd_10T,STotBytesMinFwd_10T,STotBytesMaxFwd_10T,STotBytesMeanFwd_10T,STotBytesStdFwd_10T,STotBytesSumBwd_10T,STotBytesMinBwd_10T,STotBytesMaxBwd_10T,STotBytesMeanBwd_10T,STotBytesStdBwd_10T,STotPktsSumFwd_10T,STotPktsMinFwd_10T,STotPktsMaxFwd_10T,STotPktsMeanFwd_10T,STotPktsStdFwd_10T,STotPktsSumBwd_10T,STotPktsMinBwd_10T,STotPktsMaxBwd_10T,STotPktsMeanBwd_10T,STotPktsStdBwd_10T,SSrcBytesSumFwd_10T,SSrcBytesMinFwd_10T,SSrcBytesMaxFwd_10T,SSrcBytesMeanFwd_10T,SSrcBytesStdFwd_10T,SSrcBytesSumBwd_10T,SSrcBytesMinBwd_10T,SSrcBytesMaxBwd_10T,SSrcBytesMeanBwd_10T,SSrcBytesStdBwd_10T,DTotBytesSumFwd_10T,DTotBytesMinFwd_10T,DTotBytesMaxFwd_10T,DTotBytesMeanFwd_10T,DTotBytesStdFwd_10T,DTotBytesSumBwd_10T,DTotBytesMinBwd_10T,DTotBytesMaxBwd_10T,DTotBytesMeanBwd_10T,DTotBytesStdBwd_10T,DTotPktsSumFwd_10T,DTotPktsMinFwd_10T,DTotPktsMaxFwd_10T,DTotPktsMeanFwd_10T,DTotPktsStdFwd_10T,DTotPktsSumBwd_10T,DTotPktsMinBwd_10T,DTotPktsMaxBwd_10T,DTotPktsMeanBwd_10T,DTotPktsStdBwd_10T,DSrcBytesSumFwd_10T,DSrcBytesMinFwd_10T,DSrcBytesMaxFwd_10T,DSrcBytesMeanFwd_10T,DSrcBytesStdFwd_10T,DSrcBytesSumBwd_10T,DSrcBytesMinBwd_10T,DSrcBytesMaxBwd_10T,DSrcBytesMeanBwd_10T,DSrcBytesStdBwd_10T,STotBytesSumFwd_10000N,STotBytesMinFwd_10000N,STotBytesMaxFwd_10000N,STotBytesMeanFwd_10000N,STotBytesStdFwd_10000N,STotBytesSumBwd_10000N,STotBytesMinBwd_10000N,STotBytesMaxBwd_10000N,STotBytesMeanBwd_10000N,STotBytesStdBwd_10000N,STotPktsSumFwd_10000N,STotPktsMinFwd_10000N,STotPktsMaxFwd_10000N,STotPktsMeanFwd_10000N,STotPktsStdFwd_10000N,STotPktsSumBwd_10000N,STotPktsMinBwd_10000N,STotPktsMaxBwd_10000N,STotPktsMeanBwd_10000N,STotPktsStdBwd_10000N,SSrcBytesSumFwd_10000N,SSrcBytesMinFwd_10000N,SSrcBytesMaxFwd_10000N,SSrcBytesMeanFwd_10000N,SSrcBytesStdFwd_10000N,SSrcBytesSumBwd_10000N,SSrcBytesMinBwd_10000N,SSrcBytesMaxBwd_10000N,SSrcBytesMeanBwd_10000N,SSrcBytesStdBwd_10000N,DTotBytesSumFwd_10000N,DTotBytesMinFwd_10000N,DTotBytesMaxFwd_10000N,DTotBytesMeanFwd_10000N,DTotBytesStdFwd_10000N,DTotBytesSumBwd_10000N,DTotBytesMinBwd_10000N,DTotBytesMaxBwd_10000N,DTotBytesMeanBwd_10000N,DTotBytesStdBwd_10000N,DTotPktsSumFwd_10000N,DTotPktsMinFwd_10000N,DTotPktsMaxFwd_10000N,DTotPktsMeanFwd_10000N,DTotPktsStdFwd_10000N,DTotPktsSumBwd_10000N,DTotPktsMinBwd_10000N,DTotPktsMaxBwd_10000N,DTotPktsMeanBwd_10000N,DTotPktsStdBwd_10000N,DSrcBytesSumFwd_10000N,DSrcBytesMinFwd_10000N,DSrcBytesMaxFwd_10000N,DSrcBytesMeanFwd_10000N,DSrcBytesStdFwd_10000N,DSrcBytesSumBwd_10000N,DSrcBytesMinBwd_10000N,DSrcBytesMaxBwd_10000N,DSrcBytesMeanBwd_10000N,DSrcBytesStdBwd_10000N
1970-01-01 01:00:11.167926,0.001196,udp,192.168.1.121,56389,  <->,8.8.8.8,53,CON,0.0,0.0,2,168,76,1,17,2,2,0,13,1,92,1.0,0.0,1,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,168,168,168.0,0.0,0,0,0,0.0,0.0,2,2,2,2.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,168,168,168,168.0,0.0,0,0,0,0.0,0.0,2,2,2,2.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,168,168,168,168.0,0.0,0,0,0,0.0,0.0,2,2,2,2.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,168,168,168,168.0,0.0,0,0,0,0.0,0.0,2,2,2,2.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,168,168,168,168.0,0.0,0,0,0,0.0,0.0,2,2,2,2.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0
1970-01-01 01:00:11.169418,0.001117,udp,192.168.1.121,61790,  <->,8.8.8.8,53,CON,0.0,0.0,2,180,76,1,17,2,2,0,13,1,104,2.0,0.0,2,0,2,0,2,0,2,0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,348,168,180,174.0,6.0,0,0,0,0.0,0.0,4,2,2,2.0,0.0,0,0,0,0.0,0.0,152,76,76,76.0,0.0,0,0,0,0.0,0.0,348,168,180,174.0,6.0,0,0,0,0.0,0.0,4,2,2,2.0,0.0,0,0,0,0.0,0.0,152,76,76,76.0,0.0,0,0,0,0.0,0.0,348,168,180,174.0,6.0,0,0,0,0.0,0.0,4,2,2,2.0,0.0,0,0,0,0.0,0.0,152,76,76,76.0,0.0,0,0,0,0.0,0.0,348,168,180,174.0,6.0,0,0,0,0.0,0.0,4,2,2,2.0,0.0,0,0,0,0.0,0.0,152,76,76,76.0,0.0,0,0,0,0.0,0.0,348,168,180,174.0,6.0,0,0,0,0.0,0.0,4,2,2,2.0,0.0,0,0,0,0.0,0.0,152,76,76,76.0,0.0,0,0,0,0.0,0.0
1970-01-01 01:00:12.501464,0.001379,udp,192.168.1.118,62315,  <->,8.8.8.8,53,CON,0.0,0.0,2,168,76,1,17,2,2,0,13,1,92,3.0,0.0,1,0,3,0,1,0,3,0,0.0,0.0,1.3320000000003347,0.0,0.0,0.0,1.3320000000003347,0.0,516,168,180,172.0,5.656854249492381,0,0,0,0.0,0.0,6,2,2,2.0,0.0,0,0,0,0.0,0.0,228,76,76,76.0,0.0,0,0,0,0.0,0.0,168,168,168,168.0,0.0,0,0,0,0.0,0.0,2,2,2,2.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,516,168,180,172.0,5.656854249492381,0,0,0,0.0,0.0,6,2,2,2.0,0.0,0,0,0,0.0,0.0,228,76,76,76.0,0.0,0,0,0,0.0,0.0,168,168,168,168.0,0.0,0,0,0,0.0,0.0,2,2,2,2.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,516,168,180,172.0,5.656854249492381,0,0,0,0.0,0.0,6,2,2,2.0,0.0,0,0,0,0.0,0.0,228,76,76,76.0,0.0,0,0,0,0.0,0.0
1970-01-01 01:00:12.503210,0.001269,udp,192.168.1.118,59525,  <->,8.8.8.8,53,CON,0.0,0.0,2,180,76,1,17,2,2,0,13,1,104,4.0,0.0,2,0,4,0,2,0,4,0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,696,168,180,174.0,6.0,0,0,0,0.0,0.0,8,2,2,2.0,0.0,0,0,0,0.0,0.0,304,76,76,76.0,0.0,0,0,0,0.0,0.0,348,168,180,174.0,6.0,0,0,0,0.0,0.0,4,2,2,2.0,0.0,0,0,0,0.0,0.0,152,76,76,76.0,0.0,0,0,0,0.0,0.0,696,168,180,174.0,6.0,0,0,0,0.0,0.0,8,2,2,2.0,0.0,0,0,0,0.0,0.0,304,76,76,76.0,0.0,0,0,0,0.0,0.0,348,168,180,174.0,6.0,0,0,0,0.0,0.0,4,2,2,2.0,0.0,0,0,0,0.0,0.0,152,76,76,76.0,0.0,0,0,0,0.0,0.0,696,168,180,174.0,6.0,0,0,0,0.0,0.0,8,2,2,2.0,0.0,0,0,0,0.0,0.0,304,76,76,76.0,0.0,0,0,0,0.0,0.0
1970-01-01 01:00:12.595887,4.003234,udp,10.0.2.102,60071,  <->,8.8.8.8,53,CON,0.0,0.0,3,244,152,1,17,2,2,0,13,1,92,5.0,0.0,1,0,5,0,1,0,5,0,0.0,0.0,0.09199999999964348,0.0,0.0,0.0,0.09199999999964348,0.0,940,168,244,188.0,28.50964748992874,0,0,0,0.0,0.0,11,2,3,2.2,0.4,0,0,0,0.0,0.0,456,76,152,91.2,30.400000000000002,0,0,0,0.0,0.0,244,244,244,244.0,0.0,0,0,0,0.0,0.0,3,3,3,3.0,0.0,0,0,0,0.0,0.0,152,152,152,152.0,0.0,0,0,0,0.0,0.0,940,168,244,188.0,28.50964748992874,0,0,0,0.0,0.0,11,2,3,2.2,0.4,0,0,0,0.0,0.0,456,76,152,91.2,30.400000000000002,0,0,0,0.0,0.0,244,244,244,244.0,0.0,0,0,0,0.0,0.0,3,3,3,3.0,0.0,0,0,0,0.0,0.0,152,152,152,152.0,0.0,0,0,0,0.0,0.0,940,168,244,188.0,28.50964748992874,0,0,0,0.0,0.0,11,2,3,2.2,0.4,0,0,0,0.0,0.0,456,76,152,91.2,30.400000000000002,0,0,0,0.0,0.0
1970-01-01 01:00:12.599133,0.0016760000000000002,udp,192.168.1.124,62733,  <->,8.8.8.8,53,CON,0.0,0.0,2,168,76,1,17,2,2,0,13,1,92,6.0,0.0,1,0,6,0,1,0,6,0,0.0,0.0,0.00400000000036016,0.0,0.0,0.0,0.00400000000036016,0.0,1108,168,244,184.66666666666666,27.07192067232927,0,0,0,0.0,0.0,13,2,3,2.1666666666666665,0.372677996249965,0,0,0,0.0,0.0,532,76,152,88.66666666666667,28.323527714997336,0,0,0,0.0,0.0,168,168,168,168.0,0.0,0,0,0,0.0,0.0,2,2,2,2.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,1108,168,244,184.66666666666666,27.07192067232927,0,0,0,0.0,0.0,13,2,3,2.1666666666666665,0.372677996249965,0,0,0,0.0,0.0,532,76,152,88.66666666666667,28.323527714997336,0,0,0,0.0,0.0,168,168,168,168.0,0.0,0,0,0,0.0,0.0,2,2,2,2.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,1108,168,244,184.66666666666666,27.07192067232927,0,0,0,0.0,0.0,13,2,3,2.1666666666666665,0.372677996249965,0,0,0,0.0,0.0,532,76,152,88.66666666666667,28.323527714997336,0,0,0,0.0,0.0
1970-01-01 01:00:12.601260,0.00111,udp,192.168.1.124,59596,  <->,8.8.8.8,53,CON,0.0,0.0,2,180,76,1,17,2,2,0,13,1,104,7.0,0.0,2,0,7,0,2,0,7,0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,1288,168,244,184.0,25.116869686669613,0,0,0,0.0,0.0,15,2,3,2.142857142857143,0.34992710611188266,0,0,0,0.0,0.0,608,76,152,86.85714285714286,26.594460064503078,0,0,0,0.0,0.0,348,168,180,174.0,6.0,0,0,0,0.0,0.0,4,2,2,2.0,0.0,0,0,0,0.0,0.0,152,76,76,76.0,0.0,0,0,0,0.0,0.0,1288,168,244,184.0,25.116869686669613,0,0,0,0.0,0.0,15,2,3,2.142857142857143,0.34992710611188266,0,0,0,0.0,0.0,608,76,152,86.85714285714286,26.594460064503078,0,0,0,0.0,0.0,348,168,180,174.0,6.0,0,0,0,0.0,0.0,4,2,2,2.0,0.0,0,0,0,0.0,0.0,152,76,76,76.0,0.0,0,0,0,0.0,0.0,1288,168,244,184.0,25.116869686669613,0,0,0,0.0,0.0,15,2,3,2.142857142857143,0.34992710611188266,0,0,0,0.0,0.0,608,76,152,86.85714285714286,26.594460064503078,0,0,0,0.0,0.0
1970-01-01 01:00:13.092112,0.001684,udp,192.168.1.121,56389,  <->,8.8.8.8,53,CON,0.0,0.0,2,168,76,1,17,2,2,0,13,1,92,8.0,0.0,3,0,8,0,3,0,8,0,1.9230000000002292,0.0,0.49099999999998545,0.0,1.9230000000002292,0.0,0.49099999999998545,0.0,1456,168,244,182.0,24.08318915758459,0,0,0,0.0,0.0,17,2,3,2.125,0.3307189138830739,0,0,0,0.0,0.0,684,76,152,85.5,25.134637455113612,0,0,0,0.0,0.0,516,168,180,172.0,5.656854249492381,0,0,0,0.0,0.0,6,2,2,2.0,0.0,0,0,0,0.0,0.0,228,76,76,76.0,0.0,0,0,0,0.0,0.0,1456,168,244,182.0,24.08318915758459,0,0,0,0.0,0.0,17,2,3,2.125,0.3307189138830739,0,0,0,0.0,0.0,684,76,152,85.5,25.134637455113612,0,0,0,0.0,0.0,516,168,180,172.0,5.656854249492381,0,0,0,0.0,0.0,6,2,2,2.0,0.0,0,0,0,0.0,0.0,228,76,76,76.0,0.0,0,0,0,0.0,0.0,1456,168,244,182.0,24.08318915758459,0,0,0,0.0,0.0,17,2,3,2.125,0.3307189138830739,0,0,0,0.0,0.0,684,76,152,85.5,25.134637455113612,0,0,0,0.0,0.0
1970-01-01 01:00:13.094266,0.00111,udp,192.168.1.121,61790,  <->,8.8.8.8,53,CON,0.0,0.0,2,180,76,1,17,2,2,0,13,1,104,9.0,0.0,4,0,9,0,4,0,9,0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,0.0019999999999527063,0.0,1636,168,244,181.77777777777777,22.714546380765576,0,0,0,0.0,0.0,19,2,3,2.111111111111111,0.31426968052735454,0,0,0,0.0,0.0,760,76,152,84.44444444444444,23.884495720078938,0,0,0,0.0,0.0,696,168,180,174.0,6.0,0,0,0,0.0,0.0,8,2,2,2.0,0.0,0,0,0,0.0,0.0,304,76,76,76.0,0.0,0,0,0,0.0,0.0,1636,168,244,181.77777777777777,22.714546380765576,0,0,0,0.0,0.0,19,2,3,2.111111111111111,0.31426968052735454,0,0,0,0.0,0.0,760,76,152,84.44444444444444,23.884495720078938,0,0,0,0.0,0.0,696,168,180,174.0,6.0,0,0,0,0.0,0.0,8,2,2,2.0,0.0,0,0,0,0.0,0.0,304,76,76,76.0,0.0,0,0,0,0.0,0.0,1636,168,244,181.77777777777777,22.714546380765576,0,0,0,0.0,0.0,19,2,3,2.111111111111111,0.31426968052735454,0,0,0,0.0,0.0,760,76,152,84.44444444444444,23.884495720078938,0,0,0,0.0,0.0
1970-01-01 01:00:13.240506,0.0,udp,10.0.2.105,54576,   ->,8.8.8.8,53,INT,0.0,,1,76,76,1,17,2,1,0,3,1,0,10.0,0.0,1,0,10,0,1,0,10,0,0.0,0.0,0.1459999999997308,0.0,0.0,0.0,0.1459999999997308,0.0,1712,76,244,171.2,38.358310703157926,0,0,0,0.0,0.0,20,1,3,2.0,0.4472135954999581,0,0,0,0.0,0.0,836,76,152,83.6,22.8,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,1,1,1,1.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,1712,76,244,171.2,38.358310703157926,0,0,0,0.0,0.0,20,1,3,2.0,0.4472135954999581,0,0,0,0.0,0.0,836,76,152,83.6,22.8,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,1,1,1,1.0,0.0,0,0,0,0.0,0.0,76,76,76,76.0,0.0,0,0,0,0.0,0.0,1712,76,244,171.2,38.358310703157926,0,0,0,0.0,0.0,20,1,3,2.0,0.4472135954999581,0,0,0,0.0,0.0,836,76,152,83.6,22.8,0,0,0,0.0,0.0
